1,A Bike Store,Value Added Reseller,S,300000.00,30000.00,2020,2020,US
468,Blue Bicycle Company,Specialty Bike Shop,A,1500000.00,150000.00,2021,2022,US
469,Vast Bike Sales and Rental,Warehouse,Q,3000000.00,300000.00,2020,2020,US
470,Wingtip Toys,Value Added Reseller,S,800000.00,80000.00,2022,2022,US
471,Social Activities Club,Specialty Bike Shop,A,1500000.00,150000.00,2020,2022,US
472,Summer Sports Place,Warehouse,Q,3000000.00,300000.00,2021,2022,US
473,Racing Toys,Value Added Reseller,S,800000.00,80000.00,2020,2022,US
474,Retail Cycle Shop,Specialty Bike Shop,A,1500000.00,150000.00,2021,2021,US
475,Real Sporting Goods,Warehouse,Q,3000000.00,300000.00,2020,2022,US
476,Noiseless Gear Company,Value Added Reseller,S,800000.00,80000.00,2021,2022,US
477,Quitting Business Distributors,Specialty Bike Shop,A,1500000.00,150000.00,2022,2022,US
478,Major Cycling,Warehouse,Q,3000000.00,300000.00,2020,2022,CA
479,General Supplies,Value Added Reseller,S,800000.00,80000.00,2021,2022,CA
480,General Bike Corporation,Specialty Bike Shop,A,1500000.00,150000.00,2019,2022,CA
481,Getaway Inn,Warehouse,Q,3000000.00,300000.00,2021,2022,FR
482,"Fabrikam Inc., East",Value Added Reseller,S,800000.00,80000.00,2021,2022,DE
483,Fitness Bike Accessories,Specialty Bike Shop,A,1500000.00,150000.00,2022,2022,AU
484,Downhill Bicycle Specialists,Warehouse,Q,3000000.00,300000.00,2021,2021,GB
485,Clamps & Brackets Co.,Value Added Reseller,S,800000.00,80000.00,2019,2020,US
486,Convenient Bike Shop,Specialty Bike Shop,A,1500000.00,150000.00,2019,2020,US
487,Bike Experts,Warehouse,Q,3000000.00,300000.00,2021,2021,US
488,Bicycle Accessories and Kits,Value Added Reseller,S,300000.00,30000.00,2021,2021,US
489,Cash & Carry Bikes,Specialty Bike Shop,A,1500000.00,150000.00,2021,2022,US
490,Extraordinary Bike Works,Warehouse,Q,3000000.00,300000.00,2021,2022,US
491,Area Bike Accessories,Value Added Reseller,S,300000.00,30000.00,2019,2022,US
492,Basic Sports Equipment,Specialty Bike Shop,A,1500000.00,150000.00,2020,2022,US
493,Valley Bicycle Distributors,Warehouse,Q,3000000.00,300000.00,2021,2022,US
494,Worthwhile Activity Store,Value Added Reseller,S,300000.00,30000.00,2020,2022,US
495,Tough and Reliable Parts,Specialty Bike Shop,A,1500000.00,150000.00,2020,2022,US
496,Top Sports Supply,Warehouse,Q,3000000.00,300000.00,2020,2022,CA
497,Valley Toy Store,Value Added Reseller,S,300000.00,30000.00,2021,2022,CA
498,Quick Delivery Service,Specialty Bike Shop,A,1500000.00,150000.00,2020,2020,CA
499,Racing Sales and Service,Warehouse,Q,3000000.00,300000.00,2021,2022,FR
500,Irregulars Outlet,Value Added Reseller,S,300000.00,30000.00,NULL,NULL,DE
501,Jumbo Bikes,Specialty Bike Shop,A,1500000.00,150000.00,2022,2022,AU
502,Metropolitan Bicycle Supply,Warehouse,Q,3000000.00,300000.00,2021,2022,GB
503,Metropolitan Sales and Rental,Value Added Reseller,S,300000.00,30000.00,2020,2022,US
504,Historic Bicycle Sales,Specialty Bike Shop,A,1500000.00,150000.00,2019,2020,US
505,Honest Repair Service,Warehouse,Q,3000000.00,300000.00,2021,2022,US
506,Great Bikes,Value Added Reseller,S,300000.00,30000.00,2019,2022,US
507,Global Sporting Goods,Specialty Bike Shop,A,1500000.00,150000.00,NULL,NULL,US
508,Designer Department Stores,Warehouse,Q,3000000.00,300000.00,NULL,NULL,US
509,Fun Toys and Bikes,Value Added Reseller,S,300000.00,30000.00,2022,2022,US
510,World Bike Discount Store,Specialty Bike Shop,A,1500000.00,150000.00,2019,2022,US
511,Wheel Gallery,Warehouse,Q,3000000.00,300000.00,2019,2020,US
512,Tiny Bike Boutique,Value Added Reseller,S,300000.00,30000.00,2021,2021,US
513,Village Tours,Specialty Bike Shop,A,1500000.00,150000.00,2021,2021,US
514,Retail Mall,Warehouse,Q,3000000.00,300000.00,2019,2022,CA
515,Rural Bicycle Supply,Value Added Reseller,S,300000.00,30000.00,NULL,NULL,CA
516,Seats and Saddles Company,Specialty Bike Shop,A,1500000.00,150000.00,2021,2021,CA
517,Racing Store,Warehouse,Q,3000000.00,300000.00,NULL,NULL,FR
518,Regional Cycle Shop,Value Added Reseller,S,300000.00,30000.00,2022,2022,DE
519,List Price Catalog Company,Specialty Bike Shop,A,1500000.00,150000.00,2022,2022,AU
520,Metro Metals Co.,Warehouse,Q,3000000.00,300000.00,2022,2022,GB
521,Mobile Outlet,Value Added Reseller,S,800000.00,80000.00,2022,2022,US
522,Small Bike Accessories Shop,Specialty Bike Shop,A,1500000.00,150000.00,2022,2022,US
523,Futuristic Sport Distributors,Warehouse,Q,3000000.00,300000.00,2020,2022,US
524,Chain and Chain Tool Distributions,Value Added Reseller,S,800000.00,80000.00,2021,2021,US
525,Cycles and Scooters,Specialty Bike Shop,A,1500000.00,150000.00,2020,2020,US
526,Finer Sales and Service,Warehouse,Q,3000000.00,300000.00,NULL,NULL,CA
527,Fun Times Club,Value Added Reseller,S,800000.00,80000.00,2020,2022,US
528,Alpine Ski House,Specialty Bike Shop,A,1500000.00,150000.00,2020,2021,US
529,Big-Time Bike Store,Warehouse,Q,3000000.00,300000.00,2021,2022,US
530,Valuable Bike Parts Company,Value Added Reseller,S,800000.00,80000.00,2020,2022,US
531,Sunny Place Bikes,Specialty Bike Shop,A,1500000.00,150000.00,2020,2022,US
532,The Showroom,Warehouse,Q,3000000.00,300000.00,2020,2022,CA
533,Tenth Bike Store,Value Added Reseller,S,800000.00,80000.00,2020,2021,CA
534,Recommended Bicycles,Specialty Bike Shop,A,1500000.00,150000.00,2020,2020,CA
535,Spa and Exercise Outfitters,Warehouse,Q,3000000.00,300000.00,2021,2022,FR
536,Next Door Cycles,Value Added Reseller,S,1000000.00,100000.00,2022,2022,DE
537,Preferable Bikes,Specialty Bike Shop,A,1000000.00,100000.00,NULL,NULL,AU
538,Prosperous Tours,Warehouse,Q,3000000.00,300000.00,2020,2022,GB
539,Glossy Bikes,Value Added Reseller,S,800000.00,80000.00,2022,2022,US
540,Guaranteed Sales and Service,Specialty Bike Shop,A,1000000.00,100000.00,2021,2022,US
541,Nonskid Tire Company,Warehouse,Q,3000000.00,300000.00,2020,2022,US
542,Finer Parts Shop,Value Added Reseller,S,800000.00,80000.00,2020,2022,US
543,Friendly Neighborhood Bikes,Specialty Bike Shop,A,1000000.00,100000.00,2021,2022,US
544,Valley Bicycle Specialists,Warehouse,Q,3000000.00,300000.00,2021,2022,US
545,Finish and Sealant Products,Value Added Reseller,S,800000.00,80000.00,2020,2020,US
546,Field Trip Store,Value Added Reseller,S,300000.00,30000.00,2021,2022,US
547,Curbside Sporting Goods,Specialty Bike Shop,A,800000.00,80000.00,NULL,NULL,US
548,New Bikes Company,Warehouse,Q,1500000.00,150000.00,2020,2020,US
549,Daring Rides,Value Added Reseller,S,300000.00,30000.00,2019,2020,US
550,Remote Bicycle Specialists,Specialty Bike Shop,A,800000.00,80000.00,2021,2022,CA
551,Vinyl and Plastic Goods Corporation,Warehouse,Q,1500000.00,150000.00,2020,2022,CA
552,Consolidated Messenger,Value Added Reseller,S,300000.00,30000.00,2022,2022,CA
553,Accessories Network,Specialty Bike Shop,A,800000.00,80000.00,2022,2022,FR
554,Top of the Line Bikes,Warehouse,Q,1500000.00,150000.00,2022,2022,DE
555,Twin Cycles,Value Added Reseller,S,800000.00,80000.00,2022,2022,AU
556,Variety Cycling,Specialty Bike Shop,A,800000.00,80000.00,2022,2022,GB
557,Purchase Mart,Warehouse,Q,1500000.00,150000.00,2022,2022,US
558,Retail Sales and Service,Value Added Reseller,S,800000.00,80000.00,2020,2022,US
559,Some Discount Store,Specialty Bike Shop,A,1000000.00,100000.00,2020,2022,US
560,Major Sport Suppliers,Warehouse,Q,3000000.00,300000.00,2021,2022,US
561,Mountain Toy Store,Value Added Reseller,S,800000.00,80000.00,2020,2022,US
562,Practical Bike Supply Company,Specialty Bike Shop,A,1000000.00,100000.00,2020,2021,US
563,Systematic Sales,Warehouse,Q,3000000.00,300000.00,2022,2022,US
564,Imported and Domestic Cycles,Value Added Reseller,S,1000000.00,100000.00,2021,2021,US
565,Metallic Paint and Overcoat Co,Specialty Bike Shop,A,1000000.00,100000.00,NULL,NULL,US
566,eCommerce Bikes,Warehouse,Q,3000000.00,300000.00,2020,2021,US
567,Global Plaza,Value Added Reseller,S,800000.00,80000.00,2020,2020,US
568,Economy Center,Specialty Bike Shop,A,1500000.00,150000.00,2020,2021,CA
569,Designated Distributors,Warehouse,Q,3000000.00,300000.00,2020,2020,CA
570,Family's Favorite Bike Shop,Value Added Reseller,S,800000.00,80000.00,2021,2022,CA
571,Community Department Stores,Specialty Bike Shop,A,1500000.00,150000.00,2021,2022,FR
572,Versatile Sporting Goods Company,Warehouse,Q,3000000.00,300000.00,2021,2022,DE
573,Nationwide Supply,Value Added Reseller,S,800000.00,80000.00,2022,2022,AU
574,Area Sheet Metal Supply,Specialty Bike Shop,A,1500000.00,150000.00,2021,2022,GB
575,Bicycle Outfitters,Warehouse,Q,3000000.00,300000.00,2020,2021,US
576,The Bike Mechanics,Value Added Reseller,S,800000.00,80000.00,2020,2022,US
577,Synthetic Materials Manufacturing,Specialty Bike Shop,A,1500000.00,150000.00,2020,2021,US
578,The Bike Shop,Warehouse,Q,3000000.00,300000.00,2019,2022,US
579,Riders Company,Value Added Reseller,S,800000.00,80000.00,2020,2022,US
580,Rural Sales and Service,Specialty Bike Shop,A,1500000.00,150000.00,2020,2020,US
581,Safe Toys,Warehouse,Q,3000000.00,300000.00,2020,2020,US
582,Professional Sales and Service,Value Added Reseller,S,800000.00,80000.00,2022,2022,US
583,Professional Containers and Packaging Co.,Specialty Bike Shop,A,1500000.00,150000.00,2021,2021,US
584,Qualified Sales and Repair Services,Warehouse,Q,3000000.00,300000.00,2020,2020,US
585,Next-Door Bike Store,Value Added Reseller,S,800000.00,80000.00,2020,2021,US
586,One Bike Company,Specialty Bike Shop,A,1500000.00,150000.00,2021,2022,CA
587,Our Sporting Goods Store,Warehouse,Q,3000000.00,300000.00,2021,2022,CA
588,General Cycle Storehouse,Value Added Reseller,S,800000.00,80000.00,2020,2021,CA
589,Hiatus Bike Tours,Specialty Bike Shop,A,1500000.00,150000.00,NULL,NULL,FR
590,Lustrous Paints and Components,Warehouse,Q,3000000.00,300000.00,2021,2021,DE
591,Fitness Discount Store,Value Added Reseller,S,800000.00,80000.00,2021,2022,AU
592,Cycling Goods,Specialty Bike Shop,A,1500000.00,150000.00,2021,2022,GB
593,Expert Sports Store,Warehouse,Q,3000000.00,300000.00,2022,2022,US
594,Casual Bicycle Store,Value Added Reseller,S,800000.00,80000.00,2020,2022,US
595,Cycle Clearance,Specialty Bike Shop,A,1500000.00,150000.00,2022,2022,US
596,Coho Sports,Warehouse,Q,3000000.00,300000.00,2021,2022,US
597,All Seasons Sports Supply,Value Added Reseller,S,300000.00,30000.00,2021,2022,US
598,Black Bicycle Company,Specialty Bike Shop,A,1500000.00,150000.00,2021,2021,US
599,Westside Plaza,Warehouse,Q,3000000.00,300000.00,2021,2022,US
600,Strenuous Exercise Shop,Value Added Reseller,S,300000.00,30000.00,NULL,NULL,US
601,Transport Bikes,Specialty Bike Shop,A,1500000.00,150000.00,2022,2022,US
602,Ultimate Bike Shop,Warehouse,Q,3000000.00,300000.00,2020,2022,US
603,Retail Toy Store,Value Added Reseller,S,300000.00,30000.00,2019,2021,US
604,Sellers of Cycles,Specialty Bike Shop,A,1500000.00,150000.00,2022,2022,US
605,Outstanding Cycles,Warehouse,Q,3000000.00,300000.00,2022,2022,US
606,Little Bicycle Supply Shop,Value Added Reseller,S,300000.00,30000.00,2022,2022,US
607,Maintenance and Repair for Bicycles,Specialty Bike Shop,A,1500000.00,150000.00,2022,2022,US
608,Golf and Cycle Store,Warehouse,Q,3000000.00,300000.00,2020,2021,US
609,Good Toys,Value Added Reseller,S,300000.00,30000.00,2021,2022,US
610,Fitness Department Stores,Specialty Bike Shop,A,1500000.00,150000.00,2022,2022,US
611,Front Runner Bikes,Warehouse,Q,3000000.00,300000.00,2022,2022,US
612,General Associates,Value Added Reseller,S,300000.00,30000.00,2020,2022,US
613,Famous Bike Shop,Specialty Bike Shop,A,1500000.00,150000.00,2021,2022,CA
614,Favorite Toy Distributor,Warehouse,Q,3000000.00,300000.00,2022,2022,FR
615,Fast Services,Value Added Reseller,S,300000.00,30000.00,2022,2022,DE
616,Eastward Bike Accessories,Specialty Bike Shop,A,1500000.00,150000.00,2022,2022,AU
617,Tubeless Tire Company,Warehouse,Q,3000000.00,300000.00,2022,2022,GB
618,Seventh Bike Store,Value Added Reseller,S,300000.00,30000.00,2019,2022,US
619,Strong Metal Manufacturing,Specialty Bike Shop,A,1500000.00,150000.00,NULL,NULL,US
620,Tires and Tubes,Warehouse,Q,3000000.00,300000.00,NULL,NULL,US
621,Running and Cycling Gear,Value Added Reseller,S,300000.00,30000.00,2022,2022,US
622,Gift and Toy Store,Specialty Bike Shop,A,1500000.00,150000.00,2020,2022,US
623,Hardware Components,Warehouse,Q,3000000.00,300000.00,2020,2020,US
624,First Cycle Store,Value Added Reseller,S,300000.00,30000.00,2020,2022,US
625,Major Sporting Goods,Specialty Bike Shop,A,1500000.00,150000.00,2021,2021,US
626,Retail Sporting Goods,Warehouse,Q,3000000.00,300000.00,2021,2021,US
627,Exchange Parts Inc.,Value Added Reseller,S,300000.00,30000.00,2022,2022,US
628,Executive Discount Store,Specialty Bike Shop,A,1500000.00,150000.00,2020,2021,US
629,Efficient Cycling,Warehouse,Q,3000000.00,300000.00,2022,2022,CA
630,Eastside Parts Shop,Value Added Reseller,S,800000.00,80000.00,2022,2022,CA
631,Tandem Sales and Service,Specialty Bike Shop,A,1500000.00,150000.00,2020,2021,CA
632,Ultimate Bicycle Company,Warehouse,Q,3000000.00,300000.00,2022,2022,FR
633,Rustic Bike Store,Value Added Reseller,S,800000.00,80000.00,2022,2022,DE
634,Sensible Sports,Specialty Bike Shop,A,1500000.00,150000.00,2021,2022,AU
635,Sports Store,Warehouse,Q,3000000.00,300000.00,2021,2022,GB
636,Recreation Systems,Value Added Reseller,S,800000.00,80000.00,2021,2022,US
637,Reliable Retail Center,Specialty Bike Shop,A,1500000.00,150000.00,2021,2022,CA
638,Metropolitan Equipment,Warehouse,Q,3000000.00,300000.00,2021,2022,FR
639,Producer Goods Clearinghouse,Value Added Reseller,S,800000.00,80000.00,2021,2022,DE
640,Liquidation Sales,Specialty Bike Shop,A,1500000.00,150000.00,2022,2022,AU
641,Extended Tours,Warehouse,Q,3000000.00,300000.00,2020,2021,GB
642,Fitness Sport Boutique,Value Added Reseller,S,800000.00,80000.00,2021,2021,US
643,Friendly Bike Shop,Specialty Bike Shop,A,1500000.00,150000.00,2020,2021,US
644,Convenient Sales and Service,Warehouse,Q,3000000.00,300000.00,2021,2022,US
645,Superior Hardware Distributors,Value Added Reseller,S,1000000.00,100000.00,2021,2022,US
646,Yellow Bicycle Company,Specialty Bike Shop,A,1000000.00,100000.00,2019,2022,US
647,Solid Bike Parts,Warehouse,Q,3000000.00,300000.00,2020,2021,US
648,Small Bike Shop,Value Added Reseller,S,800000.00,80000.00,2020,2022,US
649,Sports Products Store,Specialty Bike Shop,A,1000000.00,100000.00,2021,2022,US
650,Permanent Finish Products,Warehouse,Q,3000000.00,300000.00,2020,2022,US
651,Retread Tire Company,Value Added Reseller,S,800000.00,80000.00,2021,2021,US
652,Selected Distributors,Specialty Bike Shop,A,1000000.00,100000.00,2021,2021,US
653,Mercantile Outlet,Warehouse,Q,3000000.00,300000.00,2021,2021,CA
654,Online Bike Warehouse,Value Added Reseller,S,800000.00,80000.00,2021,2021,CA
655,Operational Manufacturing,Value Added Reseller,S,300000.00,30000.00,2022,2022,CA
656,Impervious Paint Company,Specialty Bike Shop,A,800000.00,80000.00,2022,2022,FR
657,Links Works,Warehouse,Q,1500000.00,150000.00,NULL,NULL,DE
658,Mass Market Bikes,Value Added Reseller,S,300000.00,30000.00,NULL,NULL,AU
659,Shipping Specialists,Specialty Bike Shop,A,800000.00,80000.00,2022,2022,GB
660,Exhilarating Cycles,Warehouse,Q,1500000.00,150000.00,2020,2022,US
661,General Department Stores,Value Added Reseller,S,300000.00,30000.00,2020,2022,CA
662,Finer Sporting Goods,Specialty Bike Shop,A,800000.00,80000.00,2022,2022,FR
663,Capital Riding Supplies,Warehouse,Q,1500000.00,150000.00,2022,2022,DE
664,Eastside Cycle Shop,Value Added Reseller,S,800000.00,80000.00,2021,2022,AU
665,Authentic Sales and Service,Specialty Bike Shop,A,800000.00,80000.00,2021,2021,GB
666,Bike Boutique,Warehouse,Q,1500000.00,150000.00,2021,2022,US
667,Traditional Department Stores,Value Added Reseller,S,800000.00,80000.00,2021,2022,US
668,Official Parts Shop,Specialty Bike Shop,A,1000000.00,100000.00,2020,2022,US
669,Racing Bike Outlet,Warehouse,Q,3000000.00,300000.00,2021,2022,US
670,First Bike Store,Value Added Reseller,S,800000.00,80000.00,2019,2022,US
671,"Contoso, Ltd.",Specialty Bike Shop,A,1000000.00,100000.00,NULL,NULL,US
672,Utilitarian Sporting Goods,Warehouse,Q,3000000.00,300000.00,2022,2022,US
673,Countryside Company,Value Added Reseller,S,1000000.00,100000.00,2021,2022,US
674,Discount Tours,Specialty Bike Shop,A,1000000.00,100000.00,2020,2022,US
675,Bike Goods,Warehouse,Q,3000000.00,300000.00,2020,2022,US
676,Better Bike Shop,Value Added Reseller,S,800000.00,80000.00,2019,2022,US
677,Tire Exchange,Specialty Bike Shop,A,1500000.00,150000.00,2021,2022,CA
678,Vigorous Exercise Company,Warehouse,Q,3000000.00,300000.00,2020,2022,CA
679,Superb Sales and Repair,Value Added Reseller,S,800000.00,80000.00,2019,2022,CA
680,Racing Tours,Specialty Bike Shop,A,1500000.00,150000.00,2022,2022,FR
681,Showcase for Cycles,Warehouse,Q,3000000.00,300000.00,2022,2022,DE
682,Popular Bike Lines,Value Added Reseller,S,800000.00,80000.00,2022,2022,AU
683,Oils and Fluids Warehouse,Specialty Bike Shop,A,1500000.00,150000.00,2021,2022,GB
684,Lease-a-Bike Shop,Warehouse,Q,3000000.00,300000.00,2020,2022,US
685,Family Cycle Store,Value Added Reseller,S,800000.00,80000.00,2021,2022,CA
686,Finished Parts Shop,Specialty Bike Shop,A,1500000.00,150000.00,2021,2022,FR
687,Functional Store South,Warehouse,Q,3000000.00,300000.00,2022,2022,DE
688,Bike Part Wholesalers,Value Added Reseller,S,800000.00,80000.00,2022,2022,AU
689,Consumer Equipment,Specialty Bike Shop,A,1500000.00,150000.00,NULL,NULL,GB
690,Active Cycling,Warehouse,Q,3000000.00,300000.00,2021,2021,US
691,Mountain Bike Store,Value Added Reseller,S,800000.00,80000.00,2021,2022,US
692,Successful Sales Company,Specialty Bike Shop,A,1500000.00,150000.00,2021,2022,US
693,Stock Parts and Supplies,Warehouse,Q,3000000.00,300000.00,2022,2022,US
694,The Accessories Store,Value Added Reseller,S,800000.00,80000.00,2021,2022,US
695,Responsible Bike Dealers,Specialty Bike Shop,A,1500000.00,150000.00,2021,2022,US
696,Roadway Supplies,Warehouse,Q,3000000.00,300000.00,2020,2020,US
697,Brakes and Gears,Value Added Reseller,S,800000.00,80000.00,2020,2022,US
698,Western Bike Supplies,Specialty Bike Shop,A,1500000.00,150000.00,2020,2021,US
699,Sensational Discount Store,Warehouse,Q,3000000.00,300000.00,2022,2022,US
700,Underglaze and Finish Company,Value Added Reseller,S,800000.00,80000.00,2022,2022,US
701,Future Bikes,Warehouse,Q,3000000.00,300000.00,2021,2022,CA
